,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Needed,"$25,000.00"
733002021376,ALFANI Womens Light Blue Printed Long Sleeve Jewel Neck Trapeze Top Size M,New,1,$64.50,$64.50,$16.13,ALFANI-EDI,,
733002054589,INC Womens Black Cut Out Long Sleeve V Neck Sweater Size M,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002054749,INC Womens Yellow Cut Out O-ring Long Sleeve Keyhole Sweater XS,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002054756,INC Womens Yellow Cut Out O-ring Long Sleeve Sweater S,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002056026,INC Womens Green Fitted Long Sleeve Asymmetrical Neckline Sweater Size XL,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733002124206,ALFANI Womens Aqua 3/4 Sleeve Scoop Neck Tunic Top Size L,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002204731,Alfani Womens Pink Tie Wide Leg Pants Size: XL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002383993,Alfani Womens Purple Dolman Sleeve Crew Neck Button Up Top Size: XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
738994687357,"Maidenform Women's Plus Size Tame Your Tummy Tailored Thong, Black, 4X Large",New,1,$19.50,$19.50,$4.88,FLEXEES/HANESBRANDS INC,,
749709636485,Betsy & Adam Long Metallic Knit Dress with Draped Back,New,1,$269.00,$269.00,$67.25,BETSY & ADAM,,
794795048544,"SLNY Womens Embellished Shoulders Sleeveless Scoop Neck Above The Knee Fit Flare Evening Dress, Red 16",New,1,$89.00,$89.00,$22.25,SALLY LOU FASHIONS,,
821494513209,"Splendid Women's 1x1 Rib L/S Crew Neck Tee, White, Large",New,1,$58.11,$58.11,$14.53,SPLENDID/SPLENDID & ELLA,,
888815538013,Connected Apparel Womens Formal Party Evening Dress Navy 6,New,1,$109.00,$109.00,$27.25,Connected,,
888815828534,Connected Apparel Womens Black Above The Knee Faux Wrap Dress Petites 8P,New,1,$69.00,$69.00,$17.25,CONNECTED APPAREL COMPANY LLC,,
889631116003,CRYSTAL DOLLS Womens Red Sleeveless Mini Faux Wrap Evening Dress Juniors 13,New,1,$69.00,$69.00,$17.25,CRYSTAL LYNN,,
889631120840,CRYSTAL DOLLS Womens Brown Belted Striped Long Sleeve Short Wrap Dress Dress Size XS,New,1,$45.99,$45.99,$11.50,CRYSTAL DOLL,,
889648456062,ROBBIE BEE Womens Purple Bell Sleeve Above The Knee Shift Dress Petites PM,New,1,$69.00,$69.00,$17.25,ROBBIE BEE,,
889648474042,"Donna Ricco Women's Sleeveless Bonded Lace Fit and Flare Dress with Lace Trim, Burgundy/Nude, 2",New,1,$44.93,$44.93,$11.23,Donna Ricco,,
,FBA16HK41610/1ZT74T770315725158,,,,,,,,
93487347034,"Pappagallo Women's The Farrah Dress, Powder Blue/Gold, 12",New,1,$89.00,$89.00,$22.25,PAPPAGALLO,,
93487348222,"Pappagallo Women's The Carrot Dress, Azalea Multi, 6",New,1,$79.00,$79.00,$19.75,PAPPAGALLO,,
93487670156,"Kasper Women's Sleeveless Sheath Dress, Fire Red, 4",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
,FBA16HK5W73B/1ZT74T770365130965,,,,,,12/1/2021,,
39373049491,1.STATE Long Sleeve High Neck Blouse Pink Taffeta MD,New,1,$79.00,$79.00,$19.75,1.STATE,,
39376544801,"Ce Ce Stretch Twill Straight-Leg Pants, Caviar 14",New,1,$79.00,$79.00,$19.75,CECE/BERNARD CHAUS INC,,
93487939109,"Kasper Women's Sleeveless V-Neck Keyhole Blouse, Ivory, S",New,1,$59.00,$59.00,$14.75,KASPER GROUP LLC,,
190917323320,"Danielle Bernstein Striped Maxi Slip Dress, Honey Ginger Stripe 10",New,1,$99.00,$99.00,$24.75,DANIELLE BERNSTEIN/REUNITED LLC,,
193465682093,Free People Womens North Slope Thermal Scoop Neck Tunic Top White S,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080260,Free People Womens Green Soft Short Sleeve Boat Neck Sweater Size S,New,2,$68.00,$136.00,$34.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374099361,Free People Women's Sweater Believer Lace Up Tie Dye Red XS,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374213903,"Free People Womens Aqua Pouf Jewel Neck Top (Aqua, Medium)",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374564340,Free People Forget Me Not Mini Dress in White Size 2,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191863081,Free People The Ava Top Shaded Lake MD,New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
681283332110,"Silver Jeans Co. Women's Note High Rise Skinny Leg Jeans, Dark wash EBK588, 31W x 27L",New,1,$59.00,$59.00,$14.75,SILVER JEANS/WESTERN GLOVE WORK,,
689886495218,Vince Camuto Womens Velvet Strapless Cocktail Dress Navy 6,New,1,$188.00,$188.00,$47.00,VINCE CAMUTO,,
716357036622,Kasper Womens Red Pants Size 10,New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
732996346977,"Alfani Striped Shirt (Neutral Charm Stripe, XL)",New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732996421223,Alfani Womens Hi-Low Crew Neck T-Shirt Blue M,New,1,$28.50,$28.50,$7.13,ALFANI-EDI,,
732996938271,Alfani Womens Mock Neck Faux-Fur Trim Pullover Sweater Red S,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732997497586,bar III Womens Ribbed Twist Front Bodysuit Black XL,New,1,$44.50,$44.50,$11.13,BAR III-MMG,,
732997662342,Bar Iii Scoop Neckline Bodysuit BLACK XL,New,1,$34.50,$34.50,$8.63,BAR III-MMG,,
732997807576,"Maison Jules Women's Long-Sleeve Tweed-Collar Sweater (L, Cloud)",New,1,$49.50,$49.50,$12.38,MAISON JULES-MMG,,
732997894941,Alfani Women's Mock-Neck Boucle Sweater Black Size Large,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732998074632,Alfani Womens Metallic Twist Front Blouse Gold S,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732998203360,INC Womens Mock Neck Ribbed Tunic Sweater Red L,New,1,$69.50,$69.50,$17.38,INC-MMG,,
732998823841,Maison Jules Womens Cropped Mid-Rise Paperbag Pants Beige XL,New,1,$59.50,$59.50,$14.88,MAISON JULES-MMG,,
732999342952,Alfani Womens Printed Sleeveless Tunic Top White S,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732999490875,bar III Womens Criss-Cross Knit Romper Black 0,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
732999702466,Alfani Womens Black Printed Cap Sleeve Jewel Neck Top Size S,New,1,$39.50,$39.50,$9.88,ALFANI-EDI,,
733001766636,bar III Womens Burgundy Skinny Pants Size: 6,New,1,$59.50,$59.50,$14.88,BAR III-MMG,,
733001768777,INC Womens White Crew Neck Sweater Size XL,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001768814,INC Womens Red Crew Neck Sweater Size L,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001779940,INC Womens Sweater Top Large Off Shoulder Ribbed Pullover Red L,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001779957,INC Womens Sweater Ribbed Off Shoulder Long Sleeve Metallic Red XL,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001791478,"Inc WomensTie-Dye Rhinestone Sweater, Red Dye, X-Large",New,1,$179.00,$179.00,$44.75,INC-MMG,,
733002383313,Alfani Womens White Color Block Crew Neck Top Size M,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002390113,Alfani Womens Ivory Color Block Open Cardigan Sweater Size L,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
747157779655,Sequin Hearts Womens Juniors Lace Back Halter Mini Dress Navy 3,New,1,$69.00,$69.00,$17.25,MY MICHELLE,,
840044220015,KENDALL + KYLIE Womens Satin Flutter Sleeves Jumpsuit Black S,New,1,$98.00,$98.00,$24.50,KENDALL + KYLIE,,
840044220022,KENDALL + KYLIE Womens Sat Sateen Jumpsuit Black M,New,1,$98.00,$98.00,$24.50,KENDALL + KYLIE/37 ORCHARD GROUP,,
887043586438,"Celebrity Pink Jeans Women's Colored Short Inseam Skinny Jeans, Khaki, 1",New,1,$63.23,$63.23,$15.81,Celebrity Pink,,
,FBA16HK2M0D9/1ZT74T770321368925,,,,,,,,
93487670163,"Kasper Women's Sleeveless Sheath Dress, Fire Red, 6",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
193768189848,CeCe Long Sleeve Multicolor Crew Neck Sweater Rich Black MD,New,1,$99.00,$99.00,$24.75,CECE/BERNARD CHAUS INC,,
93487690901,"Le Suit Women's 2 Button Notch Collar Melange Pant Suit, Pebble, 10",New,1,$200.00,$200.00,$50.00,LE SUIT/KASPER GROUP LLC,,
,FBA16HK2M0CN/1ZT74T770386861752,,,,,,12/1/2021,,
90563748013,Playtex Women's Secrets Shapes & Supports Balconette Full-Figure Underwire Bra US4823,New,1,$33.60,$33.60,$8.40,PLAYTEX/HANESBRANDS INC,,
93487864760,Kasper Womens Slim Mid Rise Dress Pants Black 8,New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
190917336184,Danielle Bernstein Womens Floral Ruffled Mini Dress Green XL,New,1,$99.00,$99.00,$24.75,DANIELLE BERNSTEIN/REUNITED LLC,,
192400482552,Sanctuary Womens Upbeat Faux Wrap Plaid Party Dress Red 6,New,1,$129.00,$129.00,$32.25,SAGE/SANCTUARY CLOTHING INC,,
192400598635,Sanctuary Womens Knit Twist Front Blouse Red XS,New,1,$59.00,$59.00,$14.75,SAGE/SANCTUARY CLOTHING INC,,
193372126321,"HUDSON Jeans Women's Amelia Mid Rise Knee Short, True Colors, 29",New,1,$155.00,$155.00,$38.75,HUDSON,,
193465581853,Free People Santa Clara Thermal Yellow LG (Women's 12-14),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193596543386,Sequin Hearts Juniors' Floral-Print Double-Strap Gown Ivory/Blues 15,New,1,$129.00,$129.00,$32.25,MY MICHELLE,,
194374006260,Free People Womens Forever Your Girl Knit Babydoll Pullover Top Blue XS,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374009841,Free People Best Catch Tie-Dye Tee Ivory Combo LG (Women's 12),New,2,$108.00,$216.00,$54.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374316727,"Free People Women's One Fine Day Mini Dress, Midnight Combo, Blue, Floral, Small",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
636193682152,"INC International Concepts Womens INC Cap-Sleeve Faux-Wrap Dress, Red, Size X-Small",New,1,$79.50,$79.50,$19.88,INC-MMG,,
706256492162,ALFANI Women's Solid Tummy Control Straight-leg Dress Pants,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
716272882984,"ELLEN TRACY womens Long Butterfly Caftan Nightgown, Paisley, Large-X-Large US",New,1,$51.00,$51.00,$12.75,ELLEN TRACY/CHARLES KOMAR,,
719544079402,"Wacoal Women's Plus-size Halo Lace Full Coverage Underwire Bra, Black, 38DD",New,1,$48.00,$48.00,$12.00,WACOAL INC,,
719544851138,"b.tempt'd by Wacoal Women's Future Foundation Tank, Rose Smoke, One Size",New,1,$24.00,$24.00,$6.00,B.TEMPT'D/WACOAL AMERICA INC,,
719544867641,"Wacoal Women's Plus Size Flawless Comfort Contour Bra, Brush, 40C",New,1,$65.00,$65.00,$16.25,Wacoal,,
732996842332,Alfani Womens Asymmetric Colorblock Sweater Tan XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732997120040,BAR III Womens Green Sleeveless Scoop Neck Tank Sweater Size: XS,New,1,$39.50,$39.50,$9.88,BAR III-MMG,,
732998271413,bar III Womens Off-The-Shoulder Puff Sleeve Crop Top Pink XL,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
732999555284,Alfani Womens Blouse Combo Ruched-Waist Split-Neck Top Yellow XL,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732999850907,Alfani Women's Colorblocked Sweater with Faux Teal Black X-Large,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001450030,INC Womens Black Ruffled Printed Sweatshirt Size S,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001450108,INC Womens Gray Rhinestone Long Sleeve Crew Neck Top Size M,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001796268,Alfani Womens Pink Pocketed Slim Ankle High Waist Pants Size: XL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733001861591,INC Womens Black Midi Sheath Wear to Work Dress Size L,New,1,$99.50,$99.50,$24.88,INC-MMG,,
733001916734,INC Womens Yellow Sweatshirt Size M,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002042562,INC Womens Blue Tie Front Printed Short Sleeve Crew Neck Top S,New,1,$44.50,$44.50,$11.13,INC-MMG,,
733002167821,Alfani Womens Green Pleated Neck Printed Sleeveless Top Size: XS,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002168781,Alfani Womens Aqua Open Cardigan Sweater Size L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002174973,Alfani Womens Purple Short Sleeve V Neck Top Size L,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002389094,Alfani Womens Light Blue Pouf Boat Neck Top Size L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
734008945529,"Karen Kane Women's Studded Erin A-LINE Dress, Black, X-Small",New,1,$129.00,$129.00,$32.25,KAREN KANE CO,,
769137051032,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XS (US 0-2),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051070,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XL (US 16-18),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
792831337799,Dickies Work Crop Roll Hem w Belt Original Twill Relaxed Fit Khaki 7,New,1,$65.00,$65.00,$16.25,DICKIES GIRL/JERRY LEIGH,,
792831337812,Dickies Work Crop Roll Hem w Belt Original Twill Relaxed Fit Khaki 11,New,1,$65.00,$65.00,$16.25,DICKIES GIRL/JERRY LEIGH,,
888815858630,Connected Apparel Womens Silver Glitter Tie Sleeveless Scoop Neck Party Jumpsuit Size 14,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
889631122066,Crystal Doll Womens Juniors Satin One Shoulder Party Dress Blue 3,New,1,$59.00,$59.00,$14.75,CRYSTAL LYNN,,
,FBA16HK1PY4W/1ZT74T770348877834,,,,,,,,
93487683699,"Kasper Women's 2 Button Notch Collar Herringbone Jacket, zinc/Black, 4",New,1,$119.00,$119.00,$29.75,KASPER GROUP LLC,,
,FBA16HK2QCNK/1ZT74T770338188428,,,,,,12/1/2021,,
93487674628,"Kasper Women's Cap Sleeve U-Neck Safari Printed Knit TOP, Regal Purple Multi, X-Large",New,1,$49.00,$49.00,$12.25,KASPER GROUP LLC,,
93488460299,Kasper Womens Red Sleeveless Jewel Neck Knee Length Sheath Dress Size: S,New,1,$74.25,$74.25,$18.56,KASPER GROUP LLC,,
190380031623,Free People Dani Tank Top Army SM,New,3,$20.00,$60.00,$15.00,FREE PEOPLE/URBAN OUTFITTERS,,
190744579013,"Ultra Flirt Juniors' Cinch-Skirt Dress (S, Spruce Yellow)",New,1,$24.99,$24.99,$6.25,ULTRAFLIRT BY IKEDDI,,
192555778098,T.D.C. Womens Black Ruched Short Sleeve Scoop Neck Top Size: XS,New,1,$39.00,$39.00,$9.75,TDC/TOPSON DOWNS OF CALIFORNIA INC,,
193596398245,My Michelle Womens Green Spaghetti Strap Halter Short Sheath Cocktail Dress Size 3,New,1,$59.00,$59.00,$14.75,MY MICHELLE,,
194374258096,"Free People Women's Intimately Fp Side of Sass Lace Trim Bodysuit, Black Large",New,3,$58.00,$174.00,$43.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374653525,We The Free Womens Black Frayed Mini Wrap Skirt 24,New,2,$78.00,$156.00,$39.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191863067,Free People The Ava Top Shaded Lake XS,New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
195203167145,1. STATE Womens Pink Ruffled Cold Shoulder Long Sleeve Scoop Neck Top Size: L,New,1,$79.00,$79.00,$19.75,1 STATE/BERNARD CHAUS INC,,
195203395111,"1.State Womens Tie-Dye Brushed Top, S, Red",New,1,$59.00,$59.00,$14.75,1 STATE/BERNARD CHAUS INC,,
696691455375,Connected Apparel Womens Velvet Midi Cocktail Dress Navy 10,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
708008551394,City Studio Womens Black Cold Shoulder Spaghetti Strap Off Shoulder Maxi Evening Fit + Flare Dress Plus 14W,New,1,$89.00,$89.00,$22.25,MILLENNIAL PLUS/JODI KRISTOPHER,,
708008575116,City Studio Dress Junior Maxi Shimmer Lace Chiffon Beige 1,New,1,$99.00,$99.00,$24.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008578063,City Studio Womens Juniors Lace Tie Back Mini Dress Navy 5,New,1,$46.99,$46.99,$11.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008587621,"City Studios Juniors' Lace-Sleeve Dress (7, Navy)",New,1,$48.99,$48.99,$12.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008633717,City Studio Womens Juniors 2PC Skirt Top Set Blue 1,New,1,$129.00,$129.00,$32.25,CITY TRIANGLES-JODI KRISTOPHER,,
719544848237,"Wacoal Women's Style Standard Underwire Bra, Rose dust, 34D",New,1,$65.00,$65.00,$16.25,WACOAL INC,,
719544868259,"Wacoal Women's Plus Size Flawless Comfort Contour Bra, Black, 32DDD",New,1,$48.75,$48.75,$12.19,Wacoal,,
720655529304,CECE Womens Coral Short Sleeve Square Neck Peasant Top Size: M,New,1,$69.00,$69.00,$17.25,CECE/BERNARD CHAUS INC,,
732994165068,"I-N-C Inc Womens V-Neck Tank Top, Black Small",New,1,$24.50,$24.50,$6.13,INC-MMG,,
732995925784,ALFANI Womens Black Speckle Scoop Neck Handkerchief Top Size S,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732995925869,Alfani Womens Stretch Patterned Tank Top B/W L,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732995943603,"INC Womens Embellished V-Neck T-Shirt, Bright White Medium",New,1,$59.50,$59.50,$14.88,INC-MMG,,
732998958727,"Alfani Womens 100053913MS Relaxed Fit Pull On Blouse, Hot Pink, Size X-Small",New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999210268,Alfani Women's Blouse Precious Jade Solid Satin V-Neck Blue XL,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999344260,Alfani Womens Asymmetric Drapey Top Green L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732999490912,bar III Womens Criss-Cross Knit Romper Black 8,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
732999497331,"Alfani Womens Striped Wide-Leg Pants, Black, X-Large",New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732999655847,Alfani Womens White Printed Scoop Neck Top Size S,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732999680542,Alfani Womens Black Cami Spaghetti Strap Square Neck Tank Top Size: S,New,1,$39.50,$39.50,$9.88,ALFANI-EDI,,
732999941285,INC International Concepts Animal-Print Off-The-Shoulder Abby Animal Small,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001064084,BAR III Womens Black Cuffed V Neck Sweater Size M,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001274131,INC Women's Sweater Hunter Small Ribbed v-Neck Pullover Green S,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001392675,Alfani Womens Black Ruched Long Sleeve Top Size L,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733001392712,Alfani Womens Pink Long Sleeve Blouse Wear to Work Top Size S,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733001546733,bar III Womens Black Pull-on Skinny Evening Pants Size: XS,New,1,$49.50,$49.50,$12.38,BAR III-EDI/DFA,,
733001763079,BAR III Womens Black Long Sleeve V Neck Sweater Size S,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001861232,CULPOS X INC Womens Brown Spaghetti Strap Bodysuit L,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001906568,ALFANI Womens Black Sleeveless V Neck Sweater Size: XL,New,2,$59.50,$119.00,$29.75,ALFANI-EDI,,
733001917007,INC Womens Yellow Embellished Rhinestone Crewneck Long Sleeve Cropped Sweatshirt XL,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733001997269,Alfani Women's Sweater Open Front Rib Knit Cardigan Purple XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002054534,INC Womens Green Ruffled Floral Balloon Crew Neck Top L,New,1,$89.50,$89.50,$22.38,INC-MMG,,
733002054787,INC Womens Yellow Cut Out Long Sleeve Keyhole Sweater Size XL,New,2,$59.50,$119.00,$29.75,INC-MMG,,
733002057733,INC Womens Blue Floral Off Shoulder Below The Knee Sheath Dress Size: M,New,1,$119.50,$119.50,$29.88,INC-MMG,,
733002176465,Alfani Womens Beige Sleeveless Top Size M,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002189236,Alfani Womens White Faux Leather Short Sleeve Scoop Neck Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI,,
733002189601,Alfani Womens Purple Tie Neck Top Size: M,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733002204670,Alfani Womens White Tie Wide Leg Pants Size: XL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002204731,Alfani Womens Pink Tie Wide Leg Pants Size: XL,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002384143,Alfani Womens Beige Slitted Zippered Midi Pencil Skirt Size: S,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733002390434,Alfani Womens Ivory Satin Front Cinch Hem Short Sleeve Jewel Neck Top XL,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002393695,Alfani Womens Purple Mandarin Collar Blouse Party Top Size S,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
792831337775,Dickies Work Crop Roll Hem w Belt Original Twill Relaxed Fit Khaki 3,New,1,$65.00,$65.00,$16.25,DICKIES GIRL,,
829284880876,"Skarlett Blue Women's Goddess Multi-Way Strapless Bra, Cashmere, 34C",New,1,$56.00,$56.00,$14.00,Skarlett Blue,,
,FBA16HK819S0/1ZT74T770350190464,,,,,,,,
733002431489,INC Womens Aqua Tie Dye Spaghetti Strap V Neck Wide Leg Jumpsuit Size: XS,New,1,$99.50,$99.50,$24.88,INC-MMG,,
884094027644,LAUREN RALPH LAUREN Dobby Fit-and-Flare Dress Parlor Red 16,New,1,$125.00,$125.00,$31.25,LAUREN,,
,FBA16HKC15JY/1ZT74T770341620882,,,,,,12/1/2021,,
190866966289,"LAUREN RALPH LAUREN Women's Cricket Sweater (S, Pink/Cream)",New,1,$125.00,$125.00,$31.25,LAUREN,,
192673331403,kensie Womens Lace Metallic Cocktail Dress Black 0,New,1,$98.00,$98.00,$24.50,KENSIE,,
193465615633,Strapped in Brami Nude,New,1,$28.00,$28.00,$7.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465723567,Free People Honey Bee Patched Denim Harem Pants Indigo Mix,New,1,$98.98,$98.98,$24.75,FREE PEOPLE/URBAN OUTFITTERS,,
193465931771,FP Movement by Free People Womens Hit the Slopes Fall Fleece Jacket Beige L,New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
193481538596,EILEEN FISHER Womens Gray Wool Blend Ombre Fringed Lightweight Scarf,New,1,$118.00,$118.00,$29.50,EILEEN FISHER,,
193629015743,kensie Womens V Neck Lace Midi Dress Navy 0,New,1,$118.00,$118.00,$29.50,KENSIE,,
194374092058,"Free People Women's Sunbrite Sweater, Sunbrite Combo, Yellow, Stripe, Large",New,2,$128.00,$256.00,$64.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374229614,Free People Bright Lights V-Neck Sweater Adriatic sea sz M Turquoise,New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374878577,"Free People Womens Warrior T-Shirt, Sage S",New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194477120351,NYDJ Sheri Slim Ankle Jeans in Cherish Cherish 10 27,New,1,$119.00,$119.00,$29.75,NOT YOUR DAUGHTERS JEANS/S L L INC,,
650868198854,BCX Womens Gray Long Sleeve Crew Neck Above The Knee Fit + Flare Dress Size L,New,1,$42.99,$42.99,$10.75,BCX,,
652933601030,Adrianna Papell Women’s One Shoulder Cape Jumpsuit Black 8,New,1,$199.00,$199.00,$49.75,EVENING,,
661414564856,Teeze Me Womens Black Zippered Short Sleeve Off Shoulder Micro Mini Fit + Flare Party Dress Size 5,New,1,$59.00,$59.00,$14.75,TEEZE ME,,
707762261693,Nightway Womens Green Slitted Off Shoulder Full-Length Formal Sheath Dress 8,New,1,$357.00,$357.00,$89.25,NIGHT WAY/R & M RICHARDS INC,,
708008565827,City Studio Womens Juniors Sleeveless Floral Mini Dress Yellow 3,New,1,$43.99,$43.99,$11.00,CITY TRIANGLES-JODI KRISTOPHER,,
708008599907,City Studios Juniors' 2-Pc. Lace Top & Satin Skirt Dress Black/Pink 0,New,1,$89.00,$89.00,$22.25,CITY TRIANGLES-JODI KRISTOPHER,,
710816242647,BCX Womens Juniors Lace Glitter Evening Dress Green 7,New,1,$99.00,$99.00,$24.75,BCX,,
726895961461,INC International Concepts Tie-Dyed Studded Top Black - M,New,1,$59.50,$59.50,$14.88,INC-MMG,,
732994572965,INC Womens Striped Mid-Rise Skinny Pants B/W 12,New,1,$69.50,$69.50,$17.38,INC-EDI/DFA,,
732999310371,"INC International Concepts Womens INC Socked Convertible Top, LT/PASPINK, Size M",New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001820734,INC Womens Pink Printed Sweatshirt Size XL,New,1,$69.50,$69.50,$17.38,INC-MMG,,
747941766588,"Speechless Junior's Fit & Flare Dress with Layered Skirt, Navy, 11",New,1,$79.00,$79.00,$19.75,SPEECHLESS,,
747941785435,Speechless Womens Yellow Floral Sleeveless Halter Short Fit + Flare Dress Size 7,New,1,$69.00,$69.00,$17.25,SPEECHLESS,,
828659154758,Jessica Howard Womens Sequined Lace Evening Dress Black 8,New,1,$149.00,$149.00,$37.25,JESSICA HOWARD,,
840047417672,Leyden Womens Sequin Ruched Side Party Dress Purple M,New,1,$89.00,$89.00,$22.25,LEYDEN,,
870802001150,"Skarlett Blue Women's Minx Balconette Bra, Blue Thistle/White, 36DD",New,1,$56.00,$56.00,$14.00,SKARLETT BLUE/DANA-CO LLC,,
888815705095,Connected Apparel Womens Red Floral 3/4 Sleeve Jewel Neck Knee Length Sheath Party Dress Size 14,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
9352229023713,"Charlie Holiday Women's Senorita Maxi Dress, Black, M",New,1,$99.00,$99.00,$24.75,CHARLIE HOLIDAY/TEE INK PTY LTD,,
