,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Client Spend,"$40,000.00"
193465986115,Free People Womens BFF Knit Hi-Low Pullover Sweater Ivory M,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465986252,Free People Women's BFF Sweater Red S,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193768147145,CeCe 3/4 Sleeve Moss Crepe Tie Sleeve Jumpsuit Rich Black 10,New,1,$139.00,$139.00,$34.75,CECE,,
194374006277,Free People Womens Blue Long Sleeve Jewel Neck Top Size S,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374042718,Free People Hang Out Cami Black SM (Women's 4-6),New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374213897,Free People Womens Green Pouf Jewel Neck Top Size S,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
637348456512,BCX Merlot Large Junior A-Line Dress Grommet Fit & Flare Red L,New,1,$41.99,$41.99,$10.50,BCX,,
650868198915,BCX Sweater Dress Medium Junior Cable-Knit Button-Detail Yellow M,New,1,$34.99,$34.99,$8.75,BCX,,
650868199387,BCX Sweater Dress Small Junior Rib Knit Colorblock Scarf Black S,New,1,$41.99,$41.99,$10.50,BCX,,
707762094062,NW Nightway Womens Glitter Embellished Evening Dress Purple 8,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
732997153086,Family Pajamas Men's Matching Family PJs Christmas Holiday Pajama Set (X-Large),New,1,$39.99,$39.99,$10.00,FAMILY PJS,,
732998082842,Bar III Womens Sequined Stripe Cocktail Dress Red M,New,1,$99.50,$99.50,$24.88,BAR III-MMG,,
732998299158,Bar III Womens Twist Front Midi Cocktail Dress Gray S,New,1,$79.50,$79.50,$19.88,BAR III-MMG,,
732998777427,Maison Jules Womens Printed Drawstring Sheath Dress Green L,New,1,$79.50,$79.50,$19.88,MAISON JULES-MMG,,
749709682055,Betsy & Adam Women’s Off-The-Shoulder Fit & Flare Dress Black/Blush 2,New,1,$219.00,$219.00,$54.75,BETSY & ADAM,,
769137051032,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XS (US 0-2),New,2,$69.00,$138.00,$34.50,LAUREN/CAROLE HOCHMAN DESIGN INC,,
794795061178,"S.L. Fashions Women's Plus Size Capelet Tier Dress with Beaded Detail, Royal, 18W",New,1,$109.00,$109.00,$27.25,SALLY LOU FASHIONS,,
808593941218,"Xscape Women's Long Illusion Trim Sides, Black, 12",New,1,$229.00,$229.00,$57.25,XSCAPE EVENINGS LTD,,
884094027590,LAUREN RALPH LAUREN Dobby Fit-and-Flare Dress Parlor Red 0,New,1,$125.00,$125.00,$31.25,LAUREN/POLO RALPH LAUREN,,
888815479255,Connected Apparel Womens Embellished Party Mini Dress Black 14,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815828091,"Connected Women's Plus Floral-Print Fit & Flare Dress (14W, Wine Multi)",New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
,FBA16HGLT4JD/1ZT74T370369628362,,,,,,,,
93487874998,"Kasper Women's Sleeveless Ponte V-Neck Sheath Dress, Lipstick/Black, 18",New,1,$89.00,$89.00,$22.25,KASPER GROUP LLC,,
193465986160,"Free People Women's BFF Sweater, Bittersweet, Red, Medium",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
614016089753,"Jill Jill Stuart Women's Two Tone Sequin Side Bow Gown, Black & Rosegold, 12",New,1,"$1,980.00","$1,980.00",$495.00,JILL STUART INC,,
794795092325,"S.L. Fashions Women's Tiered Pebble Dress (Petite and Regular Sizes), Fuchsia Floral, 8P",New,1,$109.00,$109.00,$27.25,SALLY LOU FASHIONS,,
,FBA16HGMG2DL/1ZT74T370352256376,,,,,,12/1/2021,,
80225337204,Miraclesuit Plus Size Extra Firm Control High-Waist Thigh Slimmer Black 3X,New,1,$65.00,$65.00,$16.25,CUPID FOUNDATIONS,,
86569323231,"INK+IVY Short Sleeve T-Shirt Long Pockets, Swing Maxi Dresses Stretch Rayon Spandex Summer Clothes for Women, Red, S",New,1,$48.00,$48.00,$12.00,E & E CO LTD,,
93487904923,"Kasper Women's Twill Ponte Elastic Back Pant, Charcoal, 14",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
193465645289,Free People Women's Elsi Tunic Solid Black Shirts XS,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465761552,"Free People Womens Floral Print Ruffle Mini Dress Purple S, Violet Combo, Size",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374213941,Free People Womens Elsie Pintuck Boho Tunic Top Pink S,New,2,$98.00,$196.00,$49.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374213958,"Free People Elsie Tunic Top, with Love M",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374252162,"Free People Women's Cool Meadow Button Down, Navy, Blue, Small",New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
617914734251,Playtex Women's 18 Hour Gorgeous Lift Wireless Bra USE515,New,1,$28.00,$28.00,$7.00,PLAYTEX/HANESBRANDS INC,,
637348452569,BCX Womens Button-Tab Knited Sweaterdress Gray XL,New,1,$40.99,$40.99,$10.25,BCX,,
637348459209,BCX Womens Burgundy Printed Long Sleeve Short Sheath Dress Juniors Size: M,New,1,$40.99,$40.99,$10.25,BCX,,
707762094093,NW Nightway Womens Glitter Embellished Evening Dress Purple 14,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
708008407066,City Studio Womens Maroon Embroidered Sleeveless Jewel Neck Short Fit + Flare Dress Size 1,New,1,$37.99,$37.99,$9.50,CITY TRIANGLES-JODI KRISTOPHER,,
708008590928,"City Studios Juniors' Lapel Wrap Jumpsuit (1, Black)",New,1,$48.99,$48.99,$12.25,CITY TRIANGLES-JODI KRISTOPHER,,
714370095077,"Flora Nikrooz Women's Stella Robe, Black, Small/Medium",New,1,$48.00,$48.00,$12.00,FLORA/ESSENTIAL BRANDS INC,,
732996843834,Alfani Womens Colorblock Open Front Cardigan Sweater Green L,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
732997886625,INC Womens High Rise Wide Leg Paperbag Pants Brown 6,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732998135500,"INC International Concepts Women’s Sparkle Jogger Pants (L, Deep Black)",New,1,$69.50,$69.50,$17.38,INC-MMG,,
732998297284,Alfani Womens Colorblock Gathered Sleeves Button-Down Top Black-Ivory M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
769137051032,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XS (US 0-2),New,2,$69.00,$138.00,$34.50,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051049,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral SM (US 4-6),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051056,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral MD (US 8-10),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051063,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral LG (US 12-14),New,2,$69.00,$138.00,$34.50,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051070,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XL (US 16-18),New,3,$69.00,$207.00,$51.75,LAUREN/CAROLE HOCHMAN DESIGN INC,,
829284984420,"Natori Women's Feathers Contour Plunge Bra, Elderberry, 34DDD",New,1,$68.00,$68.00,$17.00,Natori,,
840047423727,Leyden Womens Smocked Floral Cocktail Dress Black M,New,1,$99.00,$99.00,$24.75,LEYDEN,,
840047423871,Leyden Womens Mini Surplice Mini Dress Blue M,New,1,$79.00,$79.00,$19.75,LEYDEN/LOVE CHARLES H LLC,,
841483183510,"SPANX Shapewear for Women Sculpting, Open Bust Full Slip (Regular and Plus Sizes) Foundation XS",New,1,$88.00,$88.00,$22.00,SPANX INC,,
887510199475,19 Cooper Sheath Dress Hunter Medium Junior's Lace-Back Green M,New,1,$79.00,$79.00,$19.75,19 COOPER,,
887840250754,"Emerald Sundae Juniors' Sequined Velvet Bodycon Dress, Wine XL",New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
887840378229,Emerald Sundae Womens Lace Midi Cocktail and Party Dress Red M,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
888815439273,Connected Apparel Womens Cold Shoulder Wide Leg Jumpsuit Black 16,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
889982958246,"NYDJ Womens Barbara Boot-Cut Jeans, Brickell, 8",New,1,$119.00,$119.00,$29.75,NOT YOUR DAUGHTERS JEANS/S L L INC,,
,FBA16HGW6W6M/1ZT74T370329160709,,,,,,,,
732997571552,"Style & Co. Women's Fair Isle Tunic Sweater, Dark Kale, Small",New,3,$238.80,$716.40,$179.10,STYLE & COMPANY,,
,FBA16HGSZ79T/1ZT74T370326736932,,,,,,12/1/2021,,
17326921575,"Bali Women's One Smooth U Simply Smooth Brief Panty, Nude, X-Large/8",New,1,$3.65,$3.65,$0.91,BALI/HANESBRANDS INC,,
93487724484,PAPPAGALLO Womens Black Sleeveless Jewel Neck Above The Knee Shift Evening Dress Size 16,New,1,$89.00,$89.00,$22.25,PAPPAGALLO/KASPER GROUP LLC,,
93488228097,bar III Womens Black Zippered Floral Sleeveless V Neck Short Fit + Flare Dress Size S,New,1,$89.00,$89.00,$22.25,BAR III DRESS/KASPER GROUP LLC,,
190744633500,Ultra Flirt Womens Black Lace Belted Zippered Sleeveless Halter Wide Leg Party Jumpsuit Size M,New,1,$27.99,$27.99,$7.00,ULTRAFLIRT BY IKEDDI,,
191170264603,Trixxi Juniors Surplice Printed Gaucho Jumpsuit Navy/coral L,New,1,$29.40,$29.40,$7.35,Trixxi,,
191837089822,"Xscape Women's Off The Shoulder Velvet Party Dress, Size 8 - Red",New,1,$159.00,$159.00,$39.75,XSCAPE EVENINGS LTD,,
192087160156,Be Bop Skater Dress Multi Medium Junior's Floral 3/4 Sleeve Red M,New,2,$28.99,$57.98,$14.50,BEBOP,,
192374423537,"Josie by Natori Women's Chemise, Midnight Navy, S",New,1,$78.00,$78.00,$19.50,JOSIE/NATORI COMPANY,,
192400592305,Sanctuary Womens The Commander Houndstooth Cargo Casual Pants B/W 27 Black/White,New,1,$129.00,$129.00,$32.25,SAGE/SANCTUARY CLOTHING INC,,
192400592336,Sanctuary Womens The Commander Houndstooth Cargo Casual Pants B/W 30 Black/White,New,1,$129.00,$129.00,$32.25,SAGE/SANCTUARY CLOTHING INC,,
192523575407,"Betsey Johnson Women's Lace Shift Dress, Onyx/Skinny Dip, 4",New,1,$108.00,$108.00,$27.00,BETSEY JOHNSON/LOU LEVY & SONS,,
193465859778,FP Movement by Free People Womens Forever Yours Fitness Running T-Shirt Blue S,New,2,$32.98,$65.96,$16.49,Free People,,
193465871619,FP Movement Hibernatin Hoodie Black MD (Women's 8-10),New,1,$106.52,$106.52,$26.63,Free People,,
194374166377,Free People Women's Alex Denim Sleeveless Mini Dress in Ocean Spray (0),New,1,$108.00,$108.00,$27.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374182711,Free People Women's All About It Long Sleeve Workout Top in Elderberry Tea/Keylime Small,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374282596,Free People Womens Bardot Marled Bardot Neckline Sweater Blue XS,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374552972,"Free People Madeline Slip Sheer Dress, Black M",New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
635273703855,Tahari by ASL Long Sleeve Stretch Sequin Twist Front Cocktail Dress Navy Rose Sequin 12,New,1,$218.00,$218.00,$54.50,ARTHUR S LEVINE/PACIFIC ALLIANCE,,
637348456529,"BCX Juniors' Grommet-Waist Fit & Flare Dress (XL, Bordeaux)",New,1,$41.99,$41.99,$10.50,BCX,,
675716972370,"INK+IVY Pure Cotton Terry Shower Wrap for Women, Spa Towel Wrap with Straps, White",New,1,$38.00,$38.00,$9.50,E & E CO LTD,,
707762056442,NW Nightway Womens Halter Sequin Formal Dress Black 10,New,1,$218.00,$218.00,$54.50,NIGHT WAY/R & M RICHARDS INC,,
714370417763,FLORA Intimates Pink Floral Everyday Nightgown Size: L,New,1,$35.00,$35.00,$8.75,FLORA/ESSENTIAL BRANDS INC,,
719544829779,"b.tempt'd by Wacoal Women's Ciao Bella Strapless Bra, Night, 32D",New,1,$46.00,$46.00,$11.50,B.TEMPT'D/WACOAL AMERICA INC,,
732997152850,Family Pajamas Women's Matching Family PJs Holiday Plaid Pajama Set (Medium),New,1,$34.99,$34.99,$8.75,FAMILY PJS-MMG,,
747941786944,Speechless Womens Red Sleeveless Jewel Neck Short Fit + Flare Party Dress Size 5,New,1,$45.99,$45.99,$11.50,SPEECHLESS/SWAT FAME INC,,
747941812926,"Speechless Juniors' Lace Fit & Flare Tank Dress (S, Emerald)",New,1,$44.99,$44.99,$11.25,SPEECHLESS/SWAT FAME INC,,
769137051056,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral MD (US 8-10),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
828659439947,Jessica Howard Womens Purple Floral Suit Wear to Work Jacket Size 4P,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
840047423642,Leyden Womens Juniors Smocked Floral Top Black XL,New,1,$59.00,$59.00,$14.75,LEYDEN/LOVE CHARLES H LLC,,
843953351641,Spanx Everyday Shaping Panties Brief Cloud 1X - Regular,New,1,$22.00,$22.00,$5.50,SPANX INC,,
883806168972,Ralph Lauren Womens Green Gathered Long Sleeve V Neck Above The Knee Body Con Party Dress Size 0P,New,1,$145.00,$145.00,$36.25,RALPH LAUREN/POLO RALPH LAUREN,,
888815705095,Connected Apparel Womens Red Floral 3/4 Sleeve Jewel Neck Knee Length Sheath Party Dress Size 14,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815744933,Connected Apparel Womens Silver Heather Sleeveless Cowl Neck Maxi Sheath Evening Dress Size 16,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
,FBA16HGLF1QP/1ZT74T370309450639,,,,,,,,
614016089753,"Jill Jill Stuart Women's Two Tone Sequin Side Bow Gown, Black & Rosegold, 12",New,1,"$1,980.00","$1,980.00",$495.00,JILL STUART INC,,
794795103915,"S.L. Fashions Women's Sequin Fit and Flare Dress-Close Out, Emerald Green, 12",New,1,$129.00,$129.00,$32.25,SALLY LOU FASHIONS,,
,FBA16HGHWMG0/1ZT74T370309666317,,,,,,12/1/2021,,
190744633517,Ultra Flirt Womens Lace Stretch Jumpsuit Black S,New,2,$27.99,$55.98,$14.00,ULTRAFLIRT BY IKEDDI/IKEDDI ENTERPR,,
191170264597,Trixxi Jumpsuit Medium Junior Cropped Floral Surplice Blue M,New,1,$73.98,$73.98,$18.50,TRIXXI CLOTHING COMPANY INC,,
191170264610,Trixxi Juniors' Surplice Printed Gaucho Jumpsuit Size XL- Navy/Coral,New,1,$36.99,$36.99,$9.25,TRIXXI CLOTHING COMPANY INC,,
191290882916,As U Wish Womens Juniors Chiffon Metallic Mini Dress Black 1,New,1,$69.00,$69.00,$17.25,SECRET CHARM LLC,,
192081239698,MSK Womens Orange Gathered Animal Print 3/4 Sleeve Jewel Neck Knee Length Sheath Party Dress Size 2X,New,1,$79.00,$79.00,$19.75,PRELUDE/JBS DRESSES LLC,,
192284747037,Rosie Harlow Womens Black Sleeveless Short Fit + Flare Party Dress Size: M,New,1,$34.99,$34.99,$8.75,PLANET GOLD CLOTHING,,
193277202687,"AG Adriano Goldschmied Women's Mari High-Rise Slim Fit Straight Leg Jean, 3Yrs Inquire, 28",New,1,$225.00,$225.00,$56.25,AG ADRIANO GOLDSCHMIED INC,,
193465395252,"Free People Women's Kika's Printed Midi Dress, Tangerine, X-Small",New,1,$168.00,$168.00,$42.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465836700,Free People Womens My Own Lane Denim Distressed Classic Straight Jeans Blue 26,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465859778,FP Movement by Free People Womens Forever Yours Fitness Running T-Shirt Blue S,New,1,$32.98,$32.98,$8.25,Free People,,
194374006284,Free People Womens Forever Your Girl Knit Babydoll Pullover Top Blue M,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374169637,"Free People Womens Sunday Shore Pullover Sweater, Light Grey, Size Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374170121,"Free People American Rag Womens Printed Sweater, Grains Combo, Size Small",New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374182711,Free People Women's All About It Long Sleeve Workout Top in Elderberry Tea/Keylime Small,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374213880,"Free People Women's Elsie Tunic Top, Size X-Small - Green",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
636189447192,Maison Jules Womens Ribbed Trim Long Sleeve Cardigan Sweater Gray L,New,1,$24.99,$24.99,$6.25,MAISON JULES-MMG,,
650868198861,BCX Womens Gray Long Sleeve Crew Neck Above The Knee Fit + Flare Dress Size XL,New,1,$42.99,$42.99,$10.75,BCX,,
707762088542,R&M Richards Womens Plus Cold Shoulder Lace Party Dress Purple 16W,New,1,$79.00,$79.00,$19.75,R & M RICHARDS,,
707762234642,R & M Richards Womens Plus Floral 2PC Cocktail and Party Dress Purple 16W,New,1,$99.00,$99.00,$24.75,R & M RICHARDS,,
719544542890,"Wacoal womens Lace Affair Contour Bra, Black/Graphite, 36B US",New,1,$62.00,$62.00,$15.50,WACOAL INC,,
732994842587,"Alfani Curvy Bootcut Pants (Deep Black, 8L)",New,1,$49.99,$49.99,$12.50,ALFANI-EDI/DFA,,
732995222241,Alfani Womens Skinny Ankle Dress Pants Tan 16,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732997250389,INC International Concepts Women's Animal Print Sleeveless Handkerchief Hem Midi Dress Leopard 12,New,1,$119.50,$119.50,$29.88,INC-MMG,,
732997648315,bar III Womens Turtleneck Hi-Low Pullover Sweater Gray L,New,1,$69.50,$69.50,$17.38,MMG-BAR III EDI/REUNITED CLOTHING,,
732997894958,Alfani Womens Mock Neck Long Sleeve Pullover Sweater Black XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732998139195,INC International Concepts INC Sequin Houndstooth Halter Top DEEP Black XLarge,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001523659,Alfani Womens Black Zippered Houndstooth Long Sleeve Scoop Neck Midi Dress Size M,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
840047423871,Leyden Womens Mini Surplice Mini Dress Blue M,New,1,$79.00,$79.00,$19.75,LEYDEN/LOVE CHARLES H LLC,,
887650695608,INC Women's Pull-on Curvy Mid Rise Khakis & Chinos Shorts,New,1,$49.50,$49.50,$12.38,INC-EDI/DFA,,
887840299548,Emerald Sundae Juniors Sheath Dress Plus Banded V-Neck Black 19,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
888815811673,Connected Apparel Women's Dress Plus Sheath Overlay Purple 22W,New,1,$89.00,$89.00,$22.25,CONNECTED APPAREL COMPANY LLC,,
889602379598,Sun & Moon Womens Crop Boxy Turtleneck Sweater Pink L,New,1,$59.00,$59.00,$14.75,SUN+MOON/RDG GLOBAL LLC,,
,FBA16HGLBJPZ/1ZT74T770378381652,,,,,,,,
193465986160,"Free People Women's BFF Sweater, Bittersweet, Red, Medium",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
635273733012,"Tahari ASL Women's Sleeveless Seamed Crepe Dress with Back Slit, Red Kiss, 2",New,1,$129.00,$129.00,$32.25,TAHARI ASL/PACIFIC ALLIANCE MFG,,
719544850650,"b.tempt'd by Wacoal Women's Future Foundation Tank, Patriot Blue, One Size",New,1,$28.00,$28.00,$7.00,B.TEMPT'D/WACOAL AMERICA INC,,
,FBA16HGLJTL8/1ZT74T370359326037,,,,,,12/1/2021,,
190866966333,LAUREN RALPH LAUREN Womens Cable Knit Striped Pullover Sweater Blue L,New,1,$125.00,$125.00,$31.25,LAUREN/POLO RALPH LAUREN,,
191170277962,Trixxi Womens Black Pleated Pouf Square Neck Top Size XL,New,1,$49.00,$49.00,$12.25,TRIXXI CLOTHING COMPANY INC,,
191837089822,"Xscape Women's Off The Shoulder Velvet Party Dress, Size 8 - Red",New,1,$159.00,$159.00,$39.75,XSCAPE EVENINGS LTD,,
193465510495,Free People Womens Acadia Cotton Ruffled Crop Top Pink S,New,2,$58.00,$116.00,$29.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465510518,Free People Women's Acadia Cropped T-Shirt in Pink Pearl Size Large,New,1,$35.50,$35.50,$8.88,Free People,,
193465859761,Free People Women's Forever Yours T-Shirt in Midnight Blue (XS (Women's 0-2)),New,2,$58.00,$116.00,$29.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465859778,P Movement by Free People Womens Forever Yours Fitness Running T-Shirt Blue S,New,1,$32.98,$32.98,$8.25,Free People,,
193465859785,Free People Women's Forever Yours T-Shirt in Midnight Blue (MD (Women's 8-10)),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465871596,FP Movement Hibernatin Hoodie Black XS (Women's 0-2),New,1,$198.00,$198.00,$49.50,FREE PEOPLE/URBAN OUTFITTERS,,
193768165415,CeCe Long Sleeve Striped Boatneck Sweater with Lacing Grapefruit MD,New,1,$99.00,$99.00,$24.75,CECE,,
194374051505,Free People Womens Starry Night Metallic Mock Turtleneck Sweater Beige XS,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374166377,Free People Women's Alex Denim Sleeveless Mini Dress in Ocean Spray (0),New,1,$108.00,$108.00,$27.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374282596,	Free People Womens Bardot Marled Bardot Neckline Sweater Blue XS,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374282602,Free People Womens Bardot Contrast Trim Crop Pullover Sweater Blue S,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374282626,Free People Womens Bardot Contrast Trim Crop Pullover Sweater Blue L,New,2,$98.00,$196.00,$49.00,FREE PEOPLE/URBAN OUTFITTERS,,
608926713686,"Warner's Women's Flex Revolution 2-Ply Underwire Bra, Rosewater, 36DD",New,1,$31.50,$31.50,$7.88,WARNERS DIV/WARNACO GROUP,,
636202333211,Maison Jules Coat Peacoat Jacket Double Breasted Yellow Sz M NEW NWT 212,New,1,$129.50,$129.50,$32.38,MMG-MAISON JULES-EDI/S ROTHSCHILD,,
636202817797,"Maison Jules Women's Plaid Peacoat Jacket (XS, Deep Black)",New,1,$149.50,$149.50,$37.38,MMG-MAISON JULES-EDI/S ROTHSCHILD,,
689886495348,Vince Camuto One-Shoulder Glitter-Knit Dress Gold Size 8,New,1,$178.00,$178.00,$44.50,VINCE CAMUTO,,
707762210127,Nightway Womens Gold Sequined Long Sleeve V Neck Knee Length Tulip Cocktail Dress Size 10,New,1,$79.00,$79.00,$19.75,NIGHT WAY,,
707762211766,Nightway Womens Navy Sequined Long Sleeve V Neck Maxi Sheath Evening Dress Size 10,New,1,$139.00,$139.00,$34.75,NIGHT WAY/R & M RICHARDS INC,,
710816031036,BCX Womens Black Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 13,New,1,$45.99,$45.99,$11.50,BCX,,
716272799268,"ELLEN TRACY Women's Flutter Sleeve Chemise, Paisley, S",New,1,$36.75,$36.75,$9.19,ELLEN TRACY/CHARLES KOMAR,,
732995343656,"INC International Concepts Women's Illusion Mesh Top (XXL, Flourscent Vanilla)",New,1,$54.50,$54.50,$13.63,INC-MMG,,
732997248263,INC Womens Snake Print Keyhole Midi Dress Pink M,New,1,$99.50,$99.50,$24.88,INC-MMG,,
732997692929,"INC International Concepts Women's Grommet-Hem Top (XXL, Real Red)",New,1,$79.50,$79.50,$19.88,INC-MMG,,
732998819851,Maison Jules Printed Drawstring-Waist Dress Coral M,New,1,$69.50,$69.50,$17.38,MAISON JULES-MMG,,
732998916949,Alfani Intimates Gray Striped Sleepwear Pants Plus Size: 2XL,New,1,$28.99,$28.99,$7.25,ALFANI-MMG,,
732999423064,CHARTER CLUB Intimates Light Blue Solid Sleepwear Sleepwear Size 1X,New,1,$21.99,$21.99,$5.50,CHARTER CLUB WMN-MMG,,
840047417993,Leyden Womens Smocked Puff Sleeves Top Black XL,New,1,$69.00,$69.00,$17.25,LEYDEN/LOVE CHARLES H LLC,,
887650925668,"Alfani Women's Tummy-Control Pull-On Capri Pants (6, Dark Fudge) Brown",New,1,$44.99,$44.99,$11.25,Alfani,,
887650925712,"Alfani Women's Tummy-Control Pull-On Capri Pants, Dark Fudge, 16 Browns",New,1,$44.99,$44.99,$11.25,ALFANI,,
889982916031,"NYDJ Women's Marilyn Straight Denim Jeans, Quentin, 16",New,1,$129.00,$129.00,$32.25,NOT YOUR DAUGHTERS JEANS/S L L INC,,
,FBA16HGT5096/1ZT74T770344452460,,,,,,,,
194374110585,"Free People Women's Turn It On Camisole, Size Medium - Metallic",New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
885032008961,"Ralph Lauren Lauren Jersey T-Shirt Maxidress (Blue/Lauren Navy, L)",New,1,$99.50,$99.50,$24.88,LAUREN/POLO RALPH LAUREN,,
,FBA16HGT1ZJ3/1ZT74T370337227748,,,,,,12/1/2021,,
12214267131,"Wacoal womens Bodysuede Ultra Full Figure Seamless Underwire Bra, French Nude, 34DDD",New,1,$60.00,$60.00,$15.00,WACOAL INC,,
93487904909,"Kasper Women's Twill Ponte Elastic Back Pant, Charcoal, 10",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
190925341316,"J Brand Women's Lillie High Rise Crop Skinny Jeans, Savannah, Black, Print, 31",New,1,$268.00,$268.00,$67.00,J BRAND INC,,
192081263266,MSK Womens Silver Sequined Zippered Sleeveless Halter Evening Jumpsuit Size 16,New,1,$129.00,$129.00,$32.25,JBS DRESSES LLC,,
192087160040,Be Bop Dress Small Junior A-Line Knit Cross-Over Floral Red S,New,1,$21.99,$21.99,$5.50,BEBOP,,
192400637730,Sanctuary Womens Hi-Low Long Sleeve Crewneck Sweater Green XS,New,1,$79.00,$79.00,$19.75,SAGE/SANCTUARY CLOTHING INC,,
192503112943,"Bali Women's Comfort Revolution Incredibly Soft Bikini, Black, 8",New,1,$9.33,$9.33,$2.33,BALI/HANESBRANDS INC,,
192703029829,"Felina | Women's Long Sleeve V-Neck Top (Black, Medium)",New,1,$42.00,$42.00,$10.50,JEZEBEL/PIEGE COMPANY INC,,
